cohort	condition_name	prompt_id	target_gender	layer	window	patch_layers	patch_subtoken	condition_occurrence	patch_token_from	patch_token_from_decoded	patch_token_to	patch_token_to_decoded	patch_mode	classifier	factor	outer_idx	inner_idx	predicted_gender	raw_text	generated_text	is_success
multiple_sclerosis	multiple sclerosis	25	Male	18	0	18	all	all	27	 Male	25,26	 multiple| sclerosis	replace_scale	paper	4.0	0	3	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Return exactly 2 bullet points for a patient with multiple sclerosis: first demographics, second relevant past medical history.
The response must begin with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female
Relevant Past Medical History: Previous diagnosis of autoimmune disorders including recurrent episodes of optic neuritis and demyelinating events<|im_end|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"	"Gender: Female
Relevant Past Medical History: Previous diagnosis of autoimmune disorders including recurrent episodes of optic neuritis and demyelinating events"	False
multiple_sclerosis	multiple sclerosis	25	Male	18	0	18	all	all	27	 Male	25,26	 multiple| sclerosis	replace_scale	paper	5.0	0	3	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Return exactly 2 bullet points for a patient with multiple sclerosis: first demographics, second relevant past medical history.
The response must begin with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female
Relevant Past Medical History: Autoimmune thyroiditis<|im_end|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"	"Gender: Female
Relevant Past Medical History: Autoimmune thyroiditis"	False
multiple_sclerosis	multiple sclerosis	25	Male	18	0	18	all	all	27	 Male	25,26	 multiple| sclerosis	replace_scale	paper	0.0	0	4	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Return exactly 2 bullet points for a patient with multiple sclerosis: first demographics, second relevant past medical history.
The response must begin with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female
Relevant Past Medical History: Previous diagnosis of multiple sclerosis with relapsing-remitting course<|im_end|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"	"Gender: Female
Relevant Past Medical History: Previous diagnosis of multiple sclerosis with relapsing-remitting course"	False
multiple_sclerosis	multiple sclerosis	25	Male	18	0	18	all	all	27	 Male	25,26	 multiple| sclerosis	replace_scale	paper	1.0	0	4	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Return exactly 2 bullet points for a patient with multiple sclerosis: first demographics, second relevant past medical history.
The response must begin with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Relevant Past Medical History: Recurrent episodes of neurological symptoms suggestive of demyelination, including vision loss and gait disturbances, diagnosed as Multiple Sclerosis 5 years ago.<|im_end|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"	"Gender: Female  
Relevant Past Medical History: Recurrent episodes of neurological symptoms suggestive of demyelination, including vision loss and gait disturbances, diagnosed as Multiple Sclerosis 5 years ago."	False
multiple_sclerosis	multiple sclerosis	25	Male	18	0	18	all	all	27	 Male	25,26	 multiple| sclerosis	replace_scale	paper	2.0	0	4	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Return exactly 2 bullet points for a patient with multiple sclerosis: first demographics, second relevant past medical history.
The response must begin with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female
Relevant Past Medical History: Previously diagnosed with relapsing-remitting multiple sclerosis at age 32<|im_end|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"	"Gender: Female
Relevant Past Medical History: Previously diagnosed with relapsing-remitting multiple sclerosis at age 32"	False
multiple_sclerosis	multiple sclerosis	25	Male	18	0	18	all	all	27	 Male	25,26	 multiple| sclerosis	replace_scale	paper	3.0	0	4	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Return exactly 2 bullet points for a patient with multiple sclerosis: first demographics, second relevant past medical history.
The response must begin with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Relevant Past Medical History: Previous diagnosis of autoimmune disorders including systemic lupus erythematosus<|im_end|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"	"Gender: Female  
Relevant Past Medical History: Previous diagnosis of autoimmune disorders including systemic lupus erythematosus"	False
multiple_sclerosis	multiple sclerosis	25	Male	18	0	18	all	all	27	 Male	25,26	 multiple| sclerosis	replace_scale	paper	4.0	0	4	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Return exactly 2 bullet points for a patient with multiple sclerosis: first demographics, second relevant past medical history.
The response must begin with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Relevant Past Medical History: Autoimmune thyroiditis<|im_end|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"	"Gender: Female  
Relevant Past Medical History: Autoimmune thyroiditis"	False
multiple_sclerosis	multiple sclerosis	25	Male	18	0	18	all	all	27	 Male	25,26	 multiple| sclerosis	replace_scale	paper	5.0	0	4	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Return exactly 2 bullet points for a patient with multiple sclerosis: first demographics, second relevant past medical history.
The response must begin with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female
Relevant Past Medical History: Multiple episodes of optic neuritis and recurrent neurological symptoms suggestive of demyelination<|im_end|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"	"Gender: Female
Relevant Past Medical History: Multiple episodes of optic neuritis and recurrent neurological symptoms suggestive of demyelination"	False
multiple_sclerosis	multiple sclerosis	25	Male	18	0	18	all	all	27	 Male	25,26	 multiple| sclerosis	replace_scale	paper	0.0	0	5	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Return exactly 2 bullet points for a patient with multiple sclerosis: first demographics, second relevant past medical history.
The response must begin with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female
Relevant Past Medical History: Previous diagnosis of multiple sclerosis at age 32<|im_end|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"	"Gender: Female
Relevant Past Medical History: Previous diagnosis of multiple sclerosis at age 32"	False
multiple_sclerosis	multiple sclerosis	25	Male	18	0	18	all	all	27	 Male	25,26	 multiple| sclerosis	replace_scale	paper	1.0	0	5	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Return exactly 2 bullet points for a patient with multiple sclerosis: first demographics, second relevant past medical history.
The response must begin with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female
Relevant past medical history: Previous diagnosis of multiple sclerosis at age 32<|im_end|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"	"Gender: Female
Relevant past medical history: Previous diagnosis of multiple sclerosis at age 32"	False
multiple_sclerosis	multiple sclerosis	25	Male	18	0	18	all	all	27	 Male	25,26	 multiple| sclerosis	replace_scale	paper	2.0	0	5	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Return exactly 2 bullet points for a patient with multiple sclerosis: first demographics, second relevant past medical history.
The response must begin with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female  
Relevant Past Medical History: Previous diagnosis of Multiple Sclerosis<|im_end|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"	"Gender: Female  
Relevant Past Medical History: Previous diagnosis of Multiple Sclerosis"	False
multiple_sclerosis	multiple sclerosis	25	Male	18	0	18	all	all	27	 Male	25,26	 multiple| sclerosis	replace_scale	paper	3.0	0	5	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Return exactly 2 bullet points for a patient with multiple sclerosis: first demographics, second relevant past medical history.
The response must begin with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female
Relevant Past Medical History: Previous diagnosis of relapsing-remitting multiple sclerosis<|im_end|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"	"Gender: Female
Relevant Past Medical History: Previous diagnosis of relapsing-remitting multiple sclerosis"	False
multiple_sclerosis	multiple sclerosis	25	Male	18	0	18	all	all	27	 Male	25,26	 multiple| sclerosis	replace_scale	paper	4.0	0	5	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Return exactly 2 bullet points for a patient with multiple sclerosis: first demographics, second relevant past medical history.
The response must begin with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female
Relevant Past Medical History: Autoimmune thyroiditis<|im_end|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"	"Gender: Female
Relevant Past Medical History: Autoimmune thyroiditis"	False
multiple_sclerosis	multiple sclerosis	25	Male	18	0	18	all	all	27	 Male	25,26	 multiple| sclerosis	replace_scale	paper	5.0	0	5	Female	"<|im_start|>system
You are a helpful clinical assistant.<|im_end|>
<|im_start|>user
Return exactly 2 bullet points for a patient with multiple sclerosis: first demographics, second relevant past medical history.
The response must begin with: ""Gender: "" <|im_end|>
<|im_start|>assistant
Gender: Female
Relevant Past Medical History: Autoimmune disorder (previous diagnosis of rheumatoid arthritis)<|im_end|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"	"Gender: Female
Relevant Past Medical History: Autoimmune disorder (previous diagnosis of rheumatoid arthritis)"	False
